SampleID,Raw_SampleID,Raw_bam,Spike_in_label,Sample_type,Spike_in_ratio,Replicate,Spike_in_name,Spike_in_resource,Bam_file,Bam_file_tumor,ichorCNA
K0106_spike_in__01_from_ZNB06SR3_label_Breast_replicate_0,K0106,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-lowdepth_pair-end/04_bismark_deduplicated/K0106.deduplicated.bam,Breast,cfDNA,10.0,0,ZNB06SR3,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB06SR3.deduplicated.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__01_from_ZNB06SR3_label_Breast_replicate_0.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__01_from_ZNB06SR3_label_Breast_replicate_0.tumor.bam,0.06276
K0106_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_1,K0106,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-lowdepth_pair-end/04_bismark_deduplicated/K0106.deduplicated.bam,Breast,cfDNA,0.1,1,ZNB06SR3,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB06SR3.deduplicated.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_1.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_1.tumor.bam,0.03535
K0106_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_1,K0106,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-lowdepth_pair-end/04_bismark_deduplicated/K0106.deduplicated.bam,Breast,cfDNA,0.5,1,ZNB06SR3,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB06SR3.deduplicated.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_1.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_1.tumor.bam,0.03408
K0106_spike_in__001_from_ZNB06SR3_label_Breast_replicate_1,K0106,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-lowdepth_pair-end/04_bismark_deduplicated/K0106.deduplicated.bam,Breast,cfDNA,1.0,1,ZNB06SR3,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB06SR3.deduplicated.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__001_from_ZNB06SR3_label_Breast_replicate_1.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__001_from_ZNB06SR3_label_Breast_replicate_1.tumor.bam,0.03346
K0106_spike_in__005_from_ZNB06SR3_label_Breast_replicate_1,K0106,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-lowdepth_pair-end/04_bismark_deduplicated/K0106.deduplicated.bam,Breast,cfDNA,5.0,1,ZNB06SR3,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB06SR3.deduplicated.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__005_from_ZNB06SR3_label_Breast_replicate_1.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__005_from_ZNB06SR3_label_Breast_replicate_1.tumor.bam,0.04116
K0106_spike_in__01_from_ZNB06SR3_label_Breast_replicate_1,K0106,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-lowdepth_pair-end/04_bismark_deduplicated/K0106.deduplicated.bam,Breast,cfDNA,10.0,1,ZNB06SR3,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB06SR3.deduplicated.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__01_from_ZNB06SR3_label_Breast_replicate_1.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__01_from_ZNB06SR3_label_Breast_replicate_1.tumor.bam,0.06226
K0106_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_2,K0106,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-lowdepth_pair-end/04_bismark_deduplicated/K0106.deduplicated.bam,Breast,cfDNA,0.1,2,ZNB06SR3,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB06SR3.deduplicated.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_2.tumor.bam,0.03497
K0106_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_2,K0106,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-lowdepth_pair-end/04_bismark_deduplicated/K0106.deduplicated.bam,Breast,cfDNA,0.5,2,ZNB06SR3,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB06SR3.deduplicated.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_2.tumor.bam,0.03358
K0106_spike_in__001_from_ZNB06SR3_label_Breast_replicate_2,K0106,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-lowdepth_pair-end/04_bismark_deduplicated/K0106.deduplicated.bam,Breast,cfDNA,1.0,2,ZNB06SR3,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB06SR3.deduplicated.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__001_from_ZNB06SR3_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__001_from_ZNB06SR3_label_Breast_replicate_2.tumor.bam,0.03342
K0106_spike_in__005_from_ZNB06SR3_label_Breast_replicate_2,K0106,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-lowdepth_pair-end/04_bismark_deduplicated/K0106.deduplicated.bam,Breast,cfDNA,5.0,2,ZNB06SR3,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB06SR3.deduplicated.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__005_from_ZNB06SR3_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__005_from_ZNB06SR3_label_Breast_replicate_2.tumor.bam,0.04127
K0106_spike_in__01_from_ZNB06SR3_label_Breast_replicate_2,K0106,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-lowdepth_pair-end/04_bismark_deduplicated/K0106.deduplicated.bam,Breast,cfDNA,10.0,2,ZNB06SR3,/mnt/archiving/DATA_HIEUNHO/GW-bismark_cfDNA-highdepth_pair-end/04_bismark_deduplicated_sorted/ZNB06SR3.deduplicated.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__01_from_ZNB06SR3_label_Breast_replicate_2.sorted.bam,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/151124_spike_in_GW_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0106_spike_in__01_from_ZNB06SR3_label_Breast_replicate_2.tumor.bam,0.06253
